Entity,Code,Year,Hydro
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,0
Netherlands,NLD,1976,0
Netherlands,NLD,1977,0
Netherlands,NLD,1978,0
Netherlands,NLD,1979,0
Netherlands,NLD,1980,0
Netherlands,NLD,1981,0
Netherlands,NLD,1982,0
Netherlands,NLD,1983,0
Netherlands,NLD,1984,0
Netherlands,NLD,1985,0.0010130663
Netherlands,NLD,1986,0.0009652317
Netherlands,NLD,1987,0.00031523596
Netherlands,NLD,1988,0.0006283915
Netherlands,NLD,1989,0.011572164
Netherlands,NLD,1990,0.025933301
Netherlands,NLD,1991,0.03113766
Netherlands,NLD,1992,0.03550663
Netherlands,NLD,1993,0.026996506
Netherlands,NLD,1994,0.029662909
Netherlands,NLD,1995,0.025082009
Netherlands,NLD,1996,0.02185762
Netherlands,NLD,1997,0.02559378
Netherlands,NLD,1998,0.031027429
Netherlands,NLD,1999,0.025238382
Netherlands,NLD,2000,0.039306972
Netherlands,NLD,2001,0.031014118
Netherlands,NLD,2002,0.02873185
Netherlands,NLD,2003,0.018647261
Netherlands,NLD,2004,0.023845969
Netherlands,NLD,2005,0.021287361
Netherlands,NLD,2006,0.025840256
Netherlands,NLD,2007,0.025720157
Netherlands,NLD,2008,0.024139058
Netherlands,NLD,2009,0.023674484
Netherlands,NLD,2010,0.023200613
Netherlands,NLD,2011,0.013261659
Netherlands,NLD,2012,0.024589613
Netherlands,NLD,2013,0.02754801
Netherlands,NLD,2014,0.028067976
Netherlands,NLD,2015,0.022906896
Netherlands,NLD,2016,0.024135033
Netherlands,NLD,2017,0.014472296
Netherlands,NLD,2018,0.017585745
Netherlands,NLD,2019,0.018033596
Netherlands,NLD,2020,0.011550044
Netherlands,NLD,2021,0.02152761
Netherlands,NLD,2022,0.012965116
Netherlands,NLD,2023,0.018165922
Netherlands,NLD,2024,0.022593442
New Zealand,NZL,1965,33.206005
New Zealand,NZL,1966,33.723515
New Zealand,NZL,1967,34.76514
New Zealand,NZL,1968,35.649002
New Zealand,NZL,1969,34.616966
New Zealand,NZL,1970,33.873222
New Zealand,NZL,1971,36.82285
New Zealand,NZL,1972,36.595974
New Zealand,NZL,1973,34.76405
New Zealand,NZL,1974,34.501606
New Zealand,NZL,1975,37.331917
New Zealand,NZL,1976,33.524033
New Zealand,NZL,1977,31.154325
New Zealand,NZL,1978,33.522903
New Zealand,NZL,1979,39.103207
New Zealand,NZL,1980,41.019108
New Zealand,NZL,1981,41.5854
New Zealand,NZL,1982,37.337887
New Zealand,NZL,1983,38.80169
New Zealand,NZL,1984,37.74786
New Zealand,NZL,1985,36.210407
New Zealand,NZL,1986,37.71184
New Zealand,NZL,1987,37.000076
New Zealand,NZL,1988,37.20491
New Zealand,NZL,1989,35.6722
New Zealand,NZL,1990,35.22551
New Zealand,NZL,1991,34.066666
New Zealand,NZL,1992,31.27999
New Zealand,NZL,1993,33.87239
New Zealand,NZL,1994,35.339752
New Zealand,NZL,1995,36.330135
New Zealand,NZL,1996,34.008915
New Zealand,NZL,1997,30.127533
New Zealand,NZL,1998,32.84225
New Zealand,NZL,1999,29.398022
New Zealand,NZL,2000,30.04189
New Zealand,NZL,2001,26.681698
New Zealand,NZL,2002,29.413946
New Zealand,NZL,2003,28.633005
New Zealand,NZL,2004,31.971502
New Zealand,NZL,2005,27.78377
New Zealand,NZL,2006,27.719744
New Zealand,NZL,2007,27.731327
New Zealand,NZL,2008,25.880678
New Zealand,NZL,2009,27.96373
New Zealand,NZL,2010,27.604809
New Zealand,NZL,2011,27.747284
New Zealand,NZL,2012,24.915518
New Zealand,NZL,2013,24.666891
New Zealand,NZL,2014,24.72827
New Zealand,NZL,2015,24.620838
New Zealand,NZL,2016,25.504242
New Zealand,NZL,2017,24.202997
New Zealand,NZL,2018,25.248558
New Zealand,NZL,2019,24.010197
New Zealand,NZL,2020,24.961811
New Zealand,NZL,2021,25.20904
New Zealand,NZL,2022,27.647787
New Zealand,NZL,2023,27.000017
New Zealand,NZL,2024,24.737844
Non-OECD (EI),,1965,4.4810925
Non-OECD (EI),,1966,4.6127787
Non-OECD (EI),,1967,4.499893
Non-OECD (EI),,1968,4.9021606
Non-OECD (EI),,1969,5.017327
Non-OECD (EI),,1970,5.112169
Non-OECD (EI),,1971,5.0181794
Non-OECD (EI),,1972,4.996329
Non-OECD (EI),,1973,4.923038
Non-OECD (EI),,1974,5.183405
Non-OECD (EI),,1975,5.1010275
Non-OECD (EI),,1976,5.196346
Non-OECD (EI),,1977,5.339018
Non-OECD (EI),,1978,5.5731835
Non-OECD (EI),,1979,5.6639175
Non-OECD (EI),,1980,5.9533587
Non-OECD (EI),,1981,6.00071
Non-OECD (EI),,1982,5.8174934
Non-OECD (EI),,1983,5.840304
Non-OECD (EI),,1984,6.06843
Non-OECD (EI),,1985,6.219869
Non-OECD (EI),,1986,6.258055
Non-OECD (EI),,1987,6.1827464
Non-OECD (EI),,1988,6.286122
Non-OECD (EI),,1989,6.3065763
Non-OECD (EI),,1990,6.3948326
Non-OECD (EI),,1991,6.606007
Non-OECD (EI),,1992,6.688932
Non-OECD (EI),,1993,7.0858912
Non-OECD (EI),,1994,7.4337773
Non-OECD (EI),,1995,7.58162
Non-OECD (EI),,1996,7.398852
Non-OECD (EI),,1997,7.4516926
Non-OECD (EI),,1998,7.7242956
Non-OECD (EI),,1999,7.607354
Non-OECD (EI),,2000,7.589087
Non-OECD (EI),,2001,7.4933534
Non-OECD (EI),,2002,7.2935133
Non-OECD (EI),,2003,6.889908
Non-OECD (EI),,2004,7.060941
Non-OECD (EI),,2005,6.9584575
Non-OECD (EI),,2006,6.904117
Non-OECD (EI),,2007,6.840156
Non-OECD (EI),,2008,7.0296793
Non-OECD (EI),,2009,6.929868
Non-OECD (EI),,2010,6.995731
Non-OECD (EI),,2011,6.692763
Non-OECD (EI),,2012,6.89446
Non-OECD (EI),,2013,7.0794578
Non-OECD (EI),,2014,7.2332253
Non-OECD (EI),,2015,7.1236887
Non-OECD (EI),,2016,7.26246
Non-OECD (EI),,2017,7.1722856
Non-OECD (EI),,2018,7.126946
Non-OECD (EI),,2019,7.140888
Non-OECD (EI),,2020,7.4042106
Non-OECD (EI),,2021,6.9603963
Non-OECD (EI),,2022,6.9917564
Non-OECD (EI),,2023,6.5139813
Non-OECD (EI),,2024,6.611723
North America,,1965,5.563431
North America,,1966,5.5123363
North America,,1967,5.808028
North America,,1968,5.5523915
North America,,1969,5.876755
North America,,1970,5.739392
North America,,1971,5.914954
North America,,1972,5.9426703
North America,,1973,5.8295774
North America,,1974,6.4763637
North America,,1975,6.4939857
North America,,1976,6.119463
North America,,1977,5.316609
North America,,1978,6.0093956
North America,,1979,6.04177
North America,,1980,6.240571
North America,,1981,6.468344
North America,,1982,7.1742573
North America,,1983,7.5649395
North America,,1984,7.3362083
North America,,1985,7.1206985
North America,,1986,7.193713
North America,,1987,6.551955
North America,,1988,5.94482
North America,,1989,6.136139
North America,,1990,6.351806
North America,,1991,6.393846
North America,,1992,6.04929
North America,,1993,6.2829723
North America,,1994,5.9319353
North America,,1995,6.4293494
North America,,1996,6.795442
North America,,1997,6.7055845
North America,,1998,6.1875334
North America,,1999,6.245194
North America,,2000,5.8029943
North America,,2001,5.0724325
North America,,2002,5.479846
North America,,2003,5.3785596
North America,,2004,5.246379
North America,,2005,5.420058
North America,,2006,5.541113
North America,,2007,5.1640744
North America,,2008,5.4768553
North America,,2009,5.692622
North America,,2010,5.339822
North America,,2011,5.9625096
North America,,2012,5.72917
North America,,2013,5.550339
North America,,2014,5.3979163
North America,,2015,5.274349
North America,,2016,5.394018
North America,,2017,5.6980977
North America,,2018,5.3977346
North America,,2019,5.2399874
North America,,2020,5.7287717
North America,,2021,5.2444835
North America,,2022,5.259225
North America,,2023,4.779069
North America,,2024,4.627189
North America (EI),,1965,5.636372
North America (EI),,1966,5.5812016
North America (EI),,1967,5.882667
North America (EI),,1968,5.617958
North America (EI),,1969,5.944264
North America (EI),,1970,5.8093905
North America (EI),,1971,5.983722
North America (EI),,1972,6.017383
North America (EI),,1973,5.9075356
North America (EI),,1974,6.565863
North America (EI),,1975,6.584981
North America (EI),,1976,6.1962485
North America (EI),,1977,5.384445
North America (EI),,1978,6.0776687
North America (EI),,1979,6.0993137
North America (EI),,1980,6.2998643
North America (EI),,1981,6.5253587
North America (EI),,1982,7.248205
North America (EI),,1983,7.6354995
North America (EI),,1984,7.393101
North America (EI),,1985,7.155793
North America (EI),,1986,7.214005
North America (EI),,1987,6.55694
North America (EI),,1988,5.9302554
North America (EI),,1989,6.133773
North America (EI),,1990,6.3505397
North America (EI),,1991,6.39595
North America (EI),,1992,6.0488358
North America (EI),,1993,6.2745013
North America (EI),,1994,5.9340806
North America (EI),,1995,6.445956
North America (EI),,1996,6.8055587
North America (EI),,1997,6.72754
North America (EI),,1998,6.1989217
North America (EI),,1999,6.2337117
North America (EI),,2000,5.8025427
North America (EI),,2001,5.0776796
North America (EI),,2002,5.4919567
North America (EI),,2003,5.3846984
North America (EI),,2004,5.2447157
North America (EI),,2005,5.416763
North America (EI),,2006,5.5455384
North America (EI),,2007,5.1585
North America (EI),,2008,5.4620233
North America (EI),,2009,5.6879544
North America (EI),,2010,5.312454
North America (EI),,2011,5.958025
North America (EI),,2012,5.7032666
North America (EI),,2013,5.523352
North America (EI),,2014,5.377757
North America (EI),,2015,5.253759
North America (EI),,2016,5.3728027
North America (EI),,2017,5.6504035
North America (EI),,2018,5.347952
North America (EI),,2019,5.234516
North America (EI),,2020,5.672729
North America (EI),,2021,5.1622214
North America (EI),,2022,5.17058
North America (EI),,2023,4.726128
North America (EI),,2024,4.547498
North Macedonia,MKD,1990,4.6121616
North Macedonia,MKD,1991,8.040687
North Macedonia,MKD,1992,7.829674
North Macedonia,MKD,1993,4.8035636
North Macedonia,MKD,1994,6.817592
North Macedonia,MKD,1995,7.8049393
North Macedonia,MKD,1996,7.1272397
North Macedonia,MKD,1997,8.374555
North Macedonia,MKD,1998,8.918891
North Macedonia,MKD,1999,11.961955
North Macedonia,MKD,2000,10.607728
North Macedonia,MKD,2001,5.9806128
North Macedonia,MKD,2002,7.347762
North Macedonia,MKD,2003,11.797396
North Macedonia,MKD,2004,12.822191
North Macedonia,MKD,2005,12.408507
North Macedonia,MKD,2006,13.409227
North Macedonia,MKD,2007,8.212495
North Macedonia,MKD,2008,7.002237
North Macedonia,MKD,2009,10.77845
North Macedonia,MKD,2010,18.907911
North Macedonia,MKD,2011,11.065434
North Macedonia,MKD,2012,8.604112
North Macedonia,MKD,2013,13.570136
North Macedonia,MKD,2014,11.064283
North Macedonia,MKD,2015,16.198372
North Macedonia,MKD,2016,15.756345
North Macedonia,MKD,2017,9.496406
North Macedonia,MKD,2018,14.794424
North Macedonia,MKD,2019,9.337737
North Macedonia,MKD,2020,11.474868
North Macedonia,MKD,2021,12.437336
North Macedonia,MKD,2022,10.838427
North Macedonia,MKD,2023,12.302054
North Macedonia,MKD,2024,11.378063
Norway,NOR,1965,66.50187
Norway,NOR,1966,63.97106
Norway,NOR,1967,65.18663
Norway,NOR,1968,65.74337
Norway,NOR,1969,62.42588
Norway,NOR,1970,60.019695
Norway,NOR,1971,62.51323
Norway,NOR,1972,62.84811
Norway,NOR,1973,64.15756
Norway,NOR,1974,66.94558
Norway,NOR,1975,66.59803
Norway,NOR,1976,65.943665
Norway,NOR,1977,62.820427
Norway,NOR,1978,62.72855
Norway,NOR,1979,64.44537
Norway,NOR,1980,63.821724
Norway,NOR,1981,67.23572
Norway,NOR,1982,67.81243
Norway,NOR,1983,70.60153
Norway,NOR,1984,69.83586
Norway,NOR,1985,68.18499
Norway,NOR,1986,65.56046
Norway,NOR,1987,67.0504
Norway,NOR,1988,68.631325
Norway,NOR,1989,70.13047
Norway,NOR,1990,71.41667
Norway,NOR,1991,70.02947
Norway,NOR,1992,70.87115
Norway,NOR,1993,70.589355
Norway,NOR,1994,68.10573
Norway,NOR,1995,69.23774
Norway,NOR,1996,64.31507
Norway,NOR,1997,64.83622
Norway,NOR,1998,65.71978
Norway,NOR,1999,66.96177
Norway,NOR,2000,70.63149
Norway,NOR,2001,66.81971
Norway,NOR,2002,68.13153
Norway,NOR,2003,62.294506
Norway,NOR,2004,63.023502
Norway,NOR,2005,68.235794
Norway,NOR,2006,65.060005
Norway,NOR,2007,67.05895
Norway,NOR,2008,68.462456
Norway,NOR,2009,66.73845
Norway,NOR,2010,63.63374
Norway,NOR,2011,64.435
Norway,NOR,2012,67.9779
Norway,NOR,2013,65.36319
Norway,NOR,2014,66.382126
Norway,NOR,2015,65.99652
Norway,NOR,2016,67.221115
Norway,NOR,2017,66.31402
Norway,NOR,2018,65.348076
Norway,NOR,2019,62.66549
Norway,NOR,2020,65.32741
Norway,NOR,2021,65.033936
Norway,NOR,2022,61.53423
Norway,NOR,2023,63.210625
Norway,NOR,2024,63.925808
OECD (EI),,1965,6.543808
OECD (EI),,1966,6.5837736
OECD (EI),,1967,6.5093527
OECD (EI),,1968,6.2813435
OECD (EI),,1969,6.1585917
OECD (EI),,1970,5.988619
OECD (EI),,1971,6.084019
OECD (EI),,1972,6.031712
OECD (EI),,1973,5.7243094
OECD (EI),,1974,6.3671575
OECD (EI),,1975,6.4884853
OECD (EI),,1976,5.94214
OECD (EI),,1977,5.8551726
OECD (EI),,1978,6.0979743
OECD (EI),,1979,6.2032723
OECD (EI),,1980,6.3357167
OECD (EI),,1981,6.577856
OECD (EI),,1982,6.957471
OECD (EI),,1983,7.2328134
OECD (EI),,1984,6.96343
OECD (EI),,1985,6.782404
OECD (EI),,1986,6.6673164
OECD (EI),,1987,6.479244
OECD (EI),,1988,6.3497767
OECD (EI),,1989,6.073484
OECD (EI),,1990,6.21062
OECD (EI),,1991,6.233741
OECD (EI),,1992,6.1074605
OECD (EI),,1993,6.3934784
OECD (EI),,1994,6.079925
OECD (EI),,1995,6.337733
OECD (EI),,1996,6.2946715
OECD (EI),,1997,6.347338
OECD (EI),,1998,6.179971
OECD (EI),,1999,6.1539793
OECD (EI),,2000,6.062351
OECD (EI),,2001,5.6319313
OECD (EI),,2002,5.6362834
OECD (EI),,2003,5.4559665
OECD (EI),,2004,5.449105
OECD (EI),,2005,5.414284
OECD (EI),,2006,5.4798164
OECD (EI),,2007,5.2650046
OECD (EI),,2008,5.502224
OECD (EI),,2009,5.6854305
OECD (EI),,2010,5.5951
OECD (EI),,2011,5.7724805
OECD (EI),,2012,5.8151903
OECD (EI),,2013,5.7847595
OECD (EI),,2014,5.7140865
OECD (EI),,2015,5.623356
OECD (EI),,2016,5.661339
OECD (EI),,2017,5.5546412
OECD (EI),,2018,5.5695624
OECD (EI),,2019,5.46439
OECD (EI),,2020,6.0230384
OECD (EI),,2021,5.5644526
OECD (EI),,2022,5.3165402
OECD (EI),,2023,5.3556724
OECD (EI),,2024,5.4762893
Oceania,,1965,9.679867
Oceania,,1966,9.445646
Oceania,,1967,9.31588
Oceania,,1968,9.2549715
Oceania,,1969,9.189699
Oceania,,1970,9.439273
Oceania,,1971,10.200955
Oceania,,1972,10.068556
Oceania,,1973,9.655552
Oceania,,1974,9.706931
Oceania,,1975,10.369616
Oceania,,1976,9.414219
Oceania,,1977,8.582742
Oceania,,1978,8.980254
Oceania,,1979,9.363885
Oceania,,1980,9.373403
Oceania,,1981,9.443625
Oceania,,1982,8.774172
Oceania,,1983,9.027823
Oceania,,1984,9.133492
Oceania,,1985,8.944727
Oceania,,1986,9.354826
Oceania,,1987,8.977829
Oceania,,1988,9.007872
Oceania,,1989,8.5018015
Oceania,,1990,8.560826
Oceania,,1991,8.721346
Oceania,,1992,8.264015
Oceania,,1993,8.694455
Oceania,,1994,8.797734
Oceania,,1995,8.803808
Oceania,,1996,8.368983
Oceania,,1997,7.623091
Oceania,,1998,7.8359933
Oceania,,1999,7.207071
Oceania,,2000,7.4348164
Oceania,,2001,6.7949576
Oceania,,2002,7.147535
Oceania,,2003,6.8583074
Oceania,,2004,7.1268644
Oceania,,2005,6.386601
Oceania,,2006,6.0760994
Oceania,,2007,5.640649
Oceania,,2008,5.131174
Oceania,,2009,5.580069
Oceania,,2010,5.7627497
Oceania,,2011,6.473564
Oceania,,2012,5.8202996
Oceania,,2013,6.0220833
Oceania,,2014,5.449909
Oceania,,2015,5.2889986
Oceania,,2016,5.897935
Oceania,,2017,5.209276
Oceania,,2018,5.7735057
Oceania,,2019,5.066446
Oceania,,2020,5.2611814
Oceania,,2021,5.453718
Oceania,,2022,5.607214
Oceania,,2023,5.3963933
Oceania,,2024,4.7236857
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0
Oman,OMN,2014,0
Oman,OMN,2015,0
Oman,OMN,2016,0
Oman,OMN,2017,0
Oman,OMN,2018,0
Oman,OMN,2019,0
Oman,OMN,2020,0
Oman,OMN,2021,0
Oman,OMN,2022,0
Oman,OMN,2023,0
Oman,OMN,2024,0
Other Asia Pacific (EI),,1965,14.006994
Other Asia Pacific (EI),,1966,13.226288
Other Asia Pacific (EI),,1967,12.48898
Other Asia Pacific (EI),,1968,11.662079
Other Asia Pacific (EI),,1969,11.104078
Other Asia Pacific (EI),,1970,10.452609
Other Asia Pacific (EI),,1971,9.793947
Other Asia Pacific (EI),,1972,9.635358
Other Asia Pacific (EI),,1973,9.500536
Other Asia Pacific (EI),,1974,9.102701
Other Asia Pacific (EI),,1975,9.319953
Other Asia Pacific (EI),,1976,9.111483
Other Asia Pacific (EI),,1977,8.814791
Other Asia Pacific (EI),,1978,8.632974
Other Asia Pacific (EI),,1979,8.582874
Other Asia Pacific (EI),,1980,8.133469
Other Asia Pacific (EI),,1981,7.9932137
Other Asia Pacific (EI),,1982,7.940057
Other Asia Pacific (EI),,1983,7.7776937
Other Asia Pacific (EI),,1984,7.711016
Other Asia Pacific (EI),,1985,8.130554
Other Asia Pacific (EI),,1986,8.472362
Other Asia Pacific (EI),,1987,9.225366
Other Asia Pacific (EI),,1988,10.047432
Other Asia Pacific (EI),,1989,10.591716
Other Asia Pacific (EI),,1990,11.26155
Other Asia Pacific (EI),,1991,11.28802
Other Asia Pacific (EI),,1992,11.904991
Other Asia Pacific (EI),,1993,12.176577
Other Asia Pacific (EI),,1994,13.336608
Other Asia Pacific (EI),,1995,13.762394
Other Asia Pacific (EI),,1996,14.058782
Other Asia Pacific (EI),,1997,12.746173
Other Asia Pacific (EI),,1998,13.141086
Other Asia Pacific (EI),,1999,13.26273
Other Asia Pacific (EI),,2000,13.458051
Other Asia Pacific (EI),,2001,13.558485
Other Asia Pacific (EI),,2002,14.034327
Other Asia Pacific (EI),,2003,13.946138
Other Asia Pacific (EI),,2004,14.1899805
Other Asia Pacific (EI),,2005,14.387514
Other Asia Pacific (EI),,2006,14.778499
Other Asia Pacific (EI),,2007,16.731833
Other Asia Pacific (EI),,2008,16.966751
Other Asia Pacific (EI),,2009,16.661367
Other Asia Pacific (EI),,2010,18.102743
Other Asia Pacific (EI),,2011,21.17549
Other Asia Pacific (EI),,2012,20.779276
Other Asia Pacific (EI),,2013,24.443106
Other Asia Pacific (EI),,2014,22.193293
Other Asia Pacific (EI),,2015,19.795757
Other Asia Pacific (EI),,2016,21.936838
Other Asia Pacific (EI),,2017,18.913195
Other Asia Pacific (EI),,2018,19.375595
Other Asia Pacific (EI),,2019,16.952776
Other Asia Pacific (EI),,2020,18.87393
Other Asia Pacific (EI),,2021,21.669006
Other Asia Pacific (EI),,2022,23.281973
Other Asia Pacific (EI),,2023,22.340143
Other Asia Pacific (EI),,2024,23.574455
Other CIS (EI),,1985,16.518509
Other CIS (EI),,1986,15.9749155
Other CIS (EI),,1987,15.737246
Other CIS (EI),,1988,19.466688
Other CIS (EI),,1989,18.049139
Other CIS (EI),,1990,19.586493
Other CIS (EI),,1991,23.190744
Other CIS (EI),,1992,27.56294
Other CIS (EI),,1993,37.53292
Other CIS (EI),,1994,47.090015
Other CIS (EI),,1995,46.756855
Other CIS (EI),,1996,45.061356
Other CIS (EI),,1997,43.23327
Other CIS (EI),,1998,42.661556
Other CIS (EI),,1999,50.16717
Other CIS (EI),,2000,52.095856
Other CIS (EI),,2001,50.34296
Other CIS (EI),,2002,50.19415
Other CIS (EI),,2003,53.692005
Other CIS (EI),,2004,51.075096
Other CIS (EI),,2005,49.271797
Other CIS (EI),,2006,47.776676
Other CIS (EI),,2007,45.247284
Other CIS (EI),,2008,40.409035
Other CIS (EI),,2009,40.920612
Other CIS (EI),,2010,43.15175
Other CIS (EI),,2011,43.80938
Other CIS (EI),,2012,42.40491
Other CIS (EI),,2013,42.846863
Other CIS (EI),,2014,40.211212
Other CIS (EI),,2015,38.143276
Other CIS (EI),,2016,37.985996
Other CIS (EI),,2017,40.112717
Other CIS (EI),,2018,38.19022
Other CIS (EI),,2019,39.896812
Other CIS (EI),,2020,38.15881
Other CIS (EI),,2021,37.300957
Other CIS (EI),,2022,36.39773
Other CIS (EI),,2023,37.146107
Other CIS (EI),,2024,37.53755
Other Caribbean (EI),,1965,0.4624095
Other Caribbean (EI),,1966,0.5051627
Other Caribbean (EI),,1967,0.378446
Other Caribbean (EI),,1968,0.38079697
Other Caribbean (EI),,1969,0.39497775
Other Caribbean (EI),,1970,0.4104909
Other Caribbean (EI),,1971,0.8723635
Other Caribbean (EI),,1972,0.82361484
Other Caribbean (EI),,1973,0.68456256
Other Caribbean (EI),,1974,0.66746354
Other Caribbean (EI),,1975,0.6380164
Other Caribbean (EI),,1976,0.945901
Other Caribbean (EI),,1977,0.62998694
Other Caribbean (EI),,1978,0.8595964
Other Caribbean (EI),,1979,1.0060945
Other Caribbean (EI),,1980,0.7576801
Other Caribbean (EI),,1981,1.292263
Other Caribbean (EI),,1982,0.9662403
Other Caribbean (EI),,1983,1.1155134
Other Caribbean (EI),,1984,1.2585909
Other Caribbean (EI),,1985,1.3375019
Other Caribbean (EI),,1986,1.6500483
Other Caribbean (EI),,1987,1.7256035
Other Caribbean (EI),,1988,1.8850986
Other Caribbean (EI),,1989,0.9609972
Other Caribbean (EI),,1990,0.937077
Other Caribbean (EI),,1991,0.9860553
Other Caribbean (EI),,1992,1.0603462
Other Caribbean (EI),,1993,1.3674898
Other Caribbean (EI),,1994,0.7199593
Other Caribbean (EI),,1995,0.84773856
Other Caribbean (EI),,1996,1.087088
Other Caribbean (EI),,1997,0.8314949
Other Caribbean (EI),,1998,1.1957515
Other Caribbean (EI),,1999,1.6947234
Other Caribbean (EI),,2000,0.9059343
Other Caribbean (EI),,2001,0.7490806
Other Caribbean (EI),,2002,0.9236996
Other Caribbean (EI),,2003,1.1468482
Other Caribbean (EI),,2004,1.1859283
Other Caribbean (EI),,2005,1.3237908
Other Caribbean (EI),,2006,1.2474403
Other Caribbean (EI),,2007,1.205172
Other Caribbean (EI),,2008,1.1376028
Other Caribbean (EI),,2009,1.2666012
Other Caribbean (EI),,2010,1.1718893
Other Caribbean (EI),,2011,1.2115673
Other Caribbean (EI),,2012,1.3752499
Other Caribbean (EI),,2013,1.4626215
Other Caribbean (EI),,2014,1.0428284
Other Caribbean (EI),,2015,0.7679448
Other Caribbean (EI),,2016,1.03763
Other Caribbean (EI),,2017,1.4890208
Other Caribbean (EI),,2018,1.3050799
Other Caribbean (EI),,2019,0.8756566
Other Caribbean (EI),,2020,1.0476956
Other Caribbean (EI),,2021,1.1440381
Other Caribbean (EI),,2022,1.1344198
Other Caribbean (EI),,2023,0.90749353
Other Caribbean (EI),,2024,1.0353719
Other Europe (EI),,1965,14.250878
Other Europe (EI),,1966,14.905753
Other Europe (EI),,1967,15.878089
Other Europe (EI),,1968,15.924237
Other Europe (EI),,1969,18.53868
Other Europe (EI),,1970,16.85445
Other Europe (EI),,1971,15.472763
Other Europe (EI),,1972,17.130358
Other Europe (EI),,1973,15.16423
Other Europe (EI),,1974,17.114912
Other Europe (EI),,1975,16.167501
Other Europe (EI),,1976,16.279022
Other Europe (EI),,1977,17.931019
Other Europe (EI),,1978,17.12095
Other Europe (EI),,1979,16.73604
Other Europe (EI),,1980,18.495203
Other Europe (EI),,1981,16.766706
Other Europe (EI),,1982,15.147076
Other Europe (EI),,1983,13.201988
Other Europe (EI),,1984,14.482118
Other Europe (EI),,1985,12.972046
Other Europe (EI),,1986,14.062356
Other Europe (EI),,1987,14.307608
Other Europe (EI),,1988,13.88552
Other Europe (EI),,1989,13.174505
Other Europe (EI),,1990,12.164698
Other Europe (EI),,1991,16.887667
Other Europe (EI),,1992,16.692144
Other Europe (EI),,1993,17.70429
Other Europe (EI),,1994,23.327864
Other Europe (EI),,1995,22.853554
Other Europe (EI),,1996,26.08449
Other Europe (EI),,1997,21.978842
Other Europe (EI),,1998,21.83116
Other Europe (EI),,1999,25.499826
Other Europe (EI),,2000,21.481346
Other Europe (EI),,2001,19.840792
Other Europe (EI),,2002,18.75738
Other Europe (EI),,2003,17.569695
Other Europe (EI),,2004,18.643267
Other Europe (EI),,2005,19.169052
Other Europe (EI),,2006,17.374743
Other Europe (EI),,2007,14.905294
Other Europe (EI),,2008,15.878673
Other Europe (EI),,2009,18.070646
Other Europe (EI),,2010,21.614132
Other Europe (EI),,2011,14.519105
Other Europe (EI),,2012,15.7989435
Other Europe (EI),,2013,19.17468
Other Europe (EI),,2014,18.885466
Other Europe (EI),,2015,17.464308
Other Europe (EI),,2016,18.081226
Other Europe (EI),,2017,14.459964
Other Europe (EI),,2018,18.636133
Other Europe (EI),,2019,15.734094
Other Europe (EI),,2020,14.886001
Other Europe (EI),,2021,18.81805
Other Europe (EI),,2022,15.686235
Other Europe (EI),,2023,19.1101
Other Europe (EI),,2024,17.10356
Other Middle East (EI),,1965,2.5463798
Other Middle East (EI),,1966,2.6958604
Other Middle East (EI),,1967,3.1867833
Other Middle East (EI),,1968,3.2910619
Other Middle East (EI),,1969,3.6891603
Other Middle East (EI),,1970,3.247623
Other Middle East (EI),,1971,2.9036753
Other Middle East (EI),,1972,2.8570797
Other Middle East (EI),,1973,1.4004076
Other Middle East (EI),,1974,2.896774
Other Middle East (EI),,1975,3.6506314
Other Middle East (EI),,1976,4.327425
Other Middle East (EI),,1977,4.9544344
Other Middle East (EI),,1978,5.101495
Other Middle East (EI),,1979,4.9671006
Other Middle East (EI),,1980,5.233895
Other Middle East (EI),,1981,5.1099296
Other Middle East (EI),,1982,4.5027657
Other Middle East (EI),,1983,3.917385
Other Middle East (EI),,1984,4.222229
Other Middle East (EI),,1985,4.026196
